,Transaction_date,Name,Gender,Email,City,Product_id,Amount_spent
889,2021-02-05,Leslie Russell,M,patricia21@yahoo.com,Port Michael,87104868,52.47
890,2021-05-17,Brandon Dean,M,elizabethevans@yahoo.com,West Jenniferview,93444637,52.37
891,2021-07-12,Zachary Gonzalez,M,jeffrey26@smith.com,Emilytown,93507844,65.66
892,2021-02-28,Ellen Garcia MD,F,woodardsteve@hotmail.com,New Michaelport,70294378,80.44
893,2021-02-07,Henry Ramos,F,coltonsharp@yahoo.com,Juliehaven,01430943,9.37
894,2021-01-30,James Kennedy,M,berrylindsay@adams.com,West Kayla,93792233,64.24
895,2021-03-26,James Martinez,F,mayaustin@hotmail.com,Brownville,74826261,70.32
896,2021-07-24,Jermaine Jenkins,M,raylaura@yahoo.com,North Melody,73479338,80.72
897,2021-07-20,Elizabeth Edwards,F,reynoldsalison@hotmail.com,Lake Johnmouth,25961751,50.78
898,2021-06-05,Craig Walker,F,misty69@williams.com,Scottberg,66097754,34.55
899,2021-02-04,Sarah Cortez,F,xgarcia@middleton.com,New Jessicahaven,06531904,23.66
900,2021-04-03,Robert Gonzalez,M,bryan58@brown.biz,Lake Shari,29665655,31.2
901,2021-01-20,John Wright,M,brodriguez@hotmail.com,Griffinton,84527721,37.28
902,2021-06-17,Daniel Reynolds,M,georgejohnson@hotmail.com,Port Curtis,28187868,97.64
903,2021-07-12,Lisa Davis,F,amy23@yahoo.com,Amymouth,90705175,2.85
904,2021-08-01,Stacey Campbell,M,bkim@yahoo.com,Maciasfurt,16593893,21.54
905,2021-05-23,Amber Morrison,F,christopherwagner@yahoo.com,Randystad,07008269,83.43
906,2021-04-07,Brandi Howell,F,markslarry@huerta.biz,Johnburgh,97307341,9.74
907,2021-06-03,Meredith Hayes,F,randall64@mcknight-evans.com,New Matthew,08029539,49.98
908,2021-04-20,Nicholas Meyer,M,lori19@guzman.biz,Paulmouth,85255609,64.85
909,2021-04-08,Sheila Potts,M,krubio@gmail.com,South Jennifer,80532309,56.11
910,2021-02-28,Daniel Patterson,F,leslie43@farmer-fuller.com,Pattersonshire,79299053,3.1
911,2021-02-05,Kathryn Jacobs,F,bwilliamson@hotmail.com,Thomashaven,95922164,84.12
912,2021-02-27,Taylor Scott,F,mjohnson@yahoo.com,Port Pam,16148703,13.22
913,2021-05-12,Vicki Tate,M,tanyathompson@arnold.com,New Matthew,92044142,52.0
914,2021-05-07,Edwin Stevens,F,tracey43@wheeler.com,Murraybury,60685032,21.47
915,2021-07-01,Stephen Vance,F,davidpark@hotmail.com,Hallborough,76277214,67.93
916,2021-04-15,Lynn Jackson,F,cwood@henry.com,Edwardshaven,01860351,28.67
917,2021-01-15,Kevin Martinez,M,zcortez@woods-armstrong.biz,Lake Stephen,60165602,53.57
918,2021-01-15,Eric Wells,F,kaitlinjohnson@patterson.com,East Stephaniefurt,86314596,50.73
919,2021-05-09,Andrew Roberts,M,zacharywong@gmail.com,Lake Tracey,56219975,22.98
920,2021-08-08,Jennifer Price,M,patriciawilson@yahoo.com,South Melinda,26609195,71.68
921,2021-02-25,Alexis Morales,F,jefferycooper@jones.net,North Jacobberg,05677979,40.31
922,2021-01-07,Brandon Mclean,F,anneturner@yahoo.com,Richardchester,16753433,23.5
923,2021-07-19,Mathew Wright,F,clarklawrence@krause-daniels.com,Frankfurt,06721329,50.95
924,2021-08-02,Karen Tucker,M,leonardhayes@hotmail.com,North Patriciachester,45864919,56.1
925,2021-06-21,Gabriel Morris,F,cindyhutchinson@peterson.com,Smithchester,93085465,81.36
926,2021-05-24,Michael Watson,M,kevinwalker@allen-hernandez.com,New Matthew,37797997,43.2
927,2021-07-02,Jacob Pittman,M,krobbins@jimenez.com,Jillianborough,16227521,1.67
928,2021-06-01,Kimberly Dunn,M,kimberly31@sanchez.biz,Lopezfort,42428879,48.25
929,2021-01-28,Michelle Ballard,M,vmccarthy@willis-ramirez.net,Robertshaven,34090763,76.54
930,2021-07-18,Lauren Garcia,M,hernandezclaudia@hotmail.com,Watsonshire,09835634,80.12
931,2021-07-16,James Gonzalez,M,whitelisa@chambers-spence.org,West Richardville,31696319,41.17
932,2021-05-18,Vanessa Ramos,F,peter59@hernandez.com,Smithview,96492864,1.8
933,2021-01-02,Mary Green,F,nhall@yahoo.com,Jonesmouth,88958064,74.99
934,2021-03-06,Alexander Woodward,F,vazquezkevin@fowler.com,Donnatown,66418740,90.27
935,2021-01-18,John Carlson,F,mcastillo@hotmail.com,South Laurenfurt,06274924,14.17
936,2021-06-23,Mrs. Tina Ramsey,M,kpatterson@yahoo.com,East Michelle,88864259,74.62
937,2021-03-19,Stephen Bailey,F,caseyphilip@gmail.com,West Gina,30369405,37.4
938,2021-07-20,Lisa Peterson,F,hlawrence@yahoo.com,Brandonhaven,11542346,14.8
939,2021-07-21,Christopher Aguilar,F,sullivansara@hogan-allen.org,Port Laceyside,97715665,85.21
940,2021-02-12,Jennifer Rojas,F,shelly72@gmail.com,East Robertland,02096087,2.34
941,2021-01-23,Chad Parsons,F,anthonyrosario@williams.info,Gonzalezburgh,75201289,52.51
942,2021-03-12,Selena Key,M,banderson@yahoo.com,Port Rachel,82916046,11.15
943,2021-01-04,Lisa Harper,M,lisamcpherson@yahoo.com,Susanfort,86683654,31.62
944,2021-01-09,Cassandra Bailey,M,aellis@gmail.com,South Jessehaven,60853554,74.72
945,2021-06-02,Alicia Smith,F,debra80@obrien.com,North Lauraborough,69066498,43.32
946,2021-05-05,Stephen Mathews,F,keithflores@shea-mcdonald.info,New Joshua,17700894,17.53
947,2021-01-07,Sharon Wu,M,john51@hall.biz,Ninashire,80713487,86.74
948,2021-08-04,Diane Cummings,F,mford@marshall.com,West Francisco,85749283,13.79
949,2021-08-06,Tammy West,M,nicholas75@watts.com,Lake Melissa,37807382,2.3
950,2021-07-10,Dr. Michael Day,M,reednicole@bauer.com,Breannastad,50012329,63.17
951,2021-06-16,Adam Mendez,M,wardkimberly@hotmail.com,Brittanyshire,74849673,36.98
952,2021-04-08,Kayla Wyatt,M,lsmith@jones.net,Aguirreton,13917777,96.26
953,2021-03-27,Thomas Robinson,M,brownjennifer@gmail.com,Alantown,44497071,35.94
954,2021-04-09,Matthew Perry,M,bshort@stewart.net,New Louis,08479266,78.81
955,2021-04-11,Melissa Taylor,F,ufischer@hotmail.com,West Amychester,25389777,40.58
956,2021-04-20,Kaitlin Davis,F,jamesmacias@robinson-gomez.info,Paulmouth,13874551,97.75
957,2021-05-10,Lisa Manning,F,lhaynes@jackson-blake.com,Harringtonburgh,88002538,51.93
958,2021-07-27,Nancy Myers,F,steven89@hogan-johnson.com,West Jessica,24159289,45.18
959,2021-04-23,Robert Hernandez,F,hannahyoung@hotmail.com,Bellborough,26097121,70.19
960,2021-06-01,Francisco Fitzgerald,F,joneselizabeth@conway.com,Cameronhaven,47890220,63.99
961,2021-04-12,Jason Watts,M,rodriguezmichelle@cooper-white.com,Lake Katherinemouth,54878433,57.32
962,2021-02-24,Michelle Jones,M,christina91@gmail.com,New Karenfurt,38926105,87.64
963,2021-04-28,Jim Davis,F,carljones@robertson.com,East Gabriel,45988271,71.62
964,2021-02-12,Daniel Coleman,F,nathanielwade@holland-hall.com,South Christine,89425978,65.77
965,2021-01-22,Stephanie Roman,M,patricia14@gmail.com,Espinozabury,18822373,64.96
966,2021-06-10,Terri Richards,F,mvelazquez@snyder.com,Bryanfort,70563986,28.69
967,2021-01-18,Debra Wilson,F,lewislynn@hotmail.com,Douglasstad,43904112,66.71
968,2021-03-15,James Wright,M,andersonhelen@burns.com,North Nancy,31675178,11.4
969,2021-01-07,Michelle Carney,M,mark50@bates-harris.biz,West Matthewfort,88810140,48.72
970,2021-04-06,Laura Benson,M,prattjeanne@patel-bradley.biz,Jasminestad,05362370,37.48
971,2021-03-02,Timothy Sanchez,F,francesmorris@salazar-hudson.com,Jamesfort,51686949,49.39
972,2021-04-25,Kimberly Castillo,M,charles17@clark.biz,New Ruth,57277899,49.94
973,2021-01-20,Kimberly Martin,F,cynthiasanders@hart.com,Dylanside,84742490,58.86
974,2021-05-12,Christopher Guerrero,M,plee@anderson.com,Ryanside,50191062,83.38
975,2021-07-10,Jason Valenzuela,F,ryanmichelle@avery.info,Kathrynfurt,09293243,97.26
976,2021-02-06,Taylor Burns,M,nancyherrera@hotmail.com,Jamesburgh,99350864,45.34
977,2021-01-07,James Nelson,M,trobinson@yahoo.com,Rhondamouth,28680642,89.26
978,2021-04-23,Wyatt Hickman,M,teresa42@rojas-rasmussen.com,Lake Jeremy,48385732,88.7
979,2021-06-28,Duane Roy,M,tknight@gmail.com,Nancyborough,81526024,99.71
980,2021-05-03,Allison Russell,F,sandrasanchez@hotmail.com,Zamoraborough,55141680,28.24
981,2021-04-22,Thomas Lee,M,penathomas@gmail.com,West Chad,94172966,21.9
982,2021-02-26,Anthony Davenport,M,royjustin@hall.com,Marshallview,70328868,40.5
983,2021-02-16,Kevin Whitehead,F,watsonalexandria@mccarthy.info,New David,44272906,47.99
984,2021-05-17,Victor Salinas,F,holly30@robinson.com,Taylorview,53684820,17.27
985,2021-01-18,Brett Nichols,F,joseph13@whitney.info,South Yolandaville,71797779,39.62
986,2021-07-21,Michael Trevino,F,cpena@king.com,East Deniseville,37918682,19.57
987,2021-03-16,Nicholas Henson,F,kbernard@mason-fisher.com,Vargasberg,57982854,80.31
988,2021-03-05,Tammy Daniel,M,walterhopkins@wilson.com,Robinhaven,72446638,97.91
989,2021-06-05,Ronnie Bailey,F,johnpadilla@hotmail.com,Brittanyberg,06005993,59.67
990,2021-02-10,Maria Malone,F,jill89@hotmail.com,Port Joshuamouth,40572284,27.45
991,2021-01-13,Laura Anderson,M,grace09@gmail.com,Davisport,72908693,9.8
992,2021-05-10,James Johnson,F,cindy38@thomas-martinez.net,Melindafurt,24130110,16.9
993,2021-01-08,Sergio Craig,F,garciadebra@garrett.com,Tylerland,23980853,33.62
994,2021-03-31,Monique Lewis,M,gardnerheather@yahoo.com,North Joseph,75809478,47.47
995,2021-02-05,Nicholas Rodriguez,F,lisaedwards@hotmail.com,Amandamouth,53150325,94.72
996,2021-01-07,Robert Weaver,M,zbarrett@yahoo.com,Serranoport,63614534,73.28
997,2021-03-14,Michelle Salinas,M,grubio@valdez-norman.biz,Katherineview,61478961,82.1
998,2021-05-10,Rick Li,F,wmiller@hotmail.com,Howardhaven,83381850,34.37
999,2021-05-19,Tanya Rich,M,zimmermankathleen@wright-bowen.org,South Jeffrey,75298982,34.65
